1,306,0,0,0,1,0,59590,0.170473538,0.080462258
1,337,0,0,0,1,0,59590,0.187743733,0.080462258
1,365,0,1,0,0,0,59590,0.203342618,0.080462258
1,396,0,1,0,0,0,59590,0.220612813,0.080462258
1,426,0,1,0,0,0,59590,0.237325905,0.080462258
0,457,0,0,1,0,0,59590,0.2545961,0.080462258
1,1461,0,0,0,1,1,740589,0.813927577,1
1,1492,0,0,0,1,1,740589,0.831197772,1
1,1520,0,1,0,0,1,740589,0.846796657,1
1,1551,0,1,0,0,1,740589,0.864066852,1
1,1581,0,1,0,0,1,740589,0.880779944,1
1,1612,0,0,1,0,1,740589,0.898050139,1
1,1642,0,0,1,0,1,740589,0.914763231,1
1,1673,0,0,1,0,1,740589,0.932033426,1
1,1704,1,0,0,0,1,740589,0.949303621,1
1,1734,1,0,0,0,1,740589,0.966016713,1
1,1765,1,0,0,0,1,740589,0.983286908,1
1,1795,0,0,0,1,1,740589,1,1
1,427,0,0,0,1,1,178072,0.237883008,0.240446279
1,458,0,0,0,1,1,178072,0.255153203,0.240446279
1,486,0,1,0,0,1,178072,0.270752089,0.240446279
1,517,0,1,0,0,1,178072,0.288022284,0.240446279
1,547,0,1,0,0,1,178072,0.304735376,0.240446279
1,578,0,0,1,0,1,178072,0.322005571,0.240446279
1,608,0,0,1,0,1,178072,0.338718663,0.240446279
1,639,0,0,1,0,1,178072,0.355988858,0.240446279
1,670,1,0,0,0,1,178072,0.373259053,0.240446279
1,700,1,0,0,0,1,178072,0.389972145,0.240446279
1,731,1,0,0,0,1,178072,0.40724234,0.240446279
1,761,0,0,0,1,1,178072,0.423955432,0.240446279
1,275,0,0,0,1,1,20640,0.153203343,0.027869233
1,306,0,0,0,1,1,20640,0.170473538,0.027869233
1,334,0,1,0,0,1,20640,0.186072423,0.027869233
1,365,0,1,0,0,1,20640,0.203342618,0.027869233
0,395,0,1,0,0,1,20640,0.22005571,0.027869233
1,0,0,1,0,0,0,1430,0,0.001930894
1,31,0,0,1,0,0,1430,0.017270195,0.001930894
1,61,0,0,1,0,0,1430,0.033983287,0.001930894
1,92,0,0,1,0,0,1430,0.051253482,0.001930894
0,123,1,0,0,0,0,1430,0.068523677,0.001930894
1,1218,0,0,0,1,0,694,0.678551532,0.000936835
1,1249,0,0,0,1,0,694,0.695821727,0.000936835
1,1277,0,1,0,0,0,694,0.711420613,0.000936835
1,1308,0,1,0,0,0,694,0.728690808,0.000936835
0,1338,0,1,0,0,0,694,0.7454039,0.000936835
1,0,0,0,1,0,0,694,0,0.000936835
1,30,0,0,1,0,0,694,0.016713092,0.000936835
1,61,0,0,1,0,0,694,0.033983287,0.000936835
1,92,1,0,0,0,0,694,0.051253482,0.000936835
1,122,1,0,0,0,0,694,0.067966574,0.000936835
1,153,1,0,0,0,0,694,0.085236769,0.000936835
1,183,0,0,0,1,0,694,0.101949861,0.000936835
1,0,0,1,0,0,0,1594,0,0.002151664
1,31,0,0,1,0,0,1594,0.017270195,0.002151664
1,61,0,0,1,0,0,1594,0.033983287,0.002151664
0,92,0,0,1,0,0,1594,0.051253482,0.002151664
1,0,0,0,0,1,0,1594,0,0.002151664
1,214,0,0,0,1,0,240,0.119220056,0.000323999
0,245,0,0,0,1,0,240,0.136490251,0.000323999
1,1430,0,0,0,1,1,37163,0.796657382,0.050179961
1,1461,0,0,0,1,1,37163,0.813927577,0.050179961
1,1489,0,1,0,0,1,37163,0.829526462,0.050179961
1,1520,0,1,0,0,1,37163,0.846796657,0.050179961
1,1550,0,1,0,0,1,37163,0.863509749,0.050179961
0,1581,0,0,1,0,1,37163,0.880779944,0.050179961
1,0,0,0,1,0,0,727,0,0.00098165
1,31,0,0,1,0,0,727,0.017270195,0.00098165
1,62,1,0,0,0,0,727,0.03454039,0.00098165
1,92,1,0,0,0,0,727,0.051253482,0.00098165
1,123,1,0,0,0,0,727,0.068523677,0.00098165
1,153,0,0,0,1,0,727,0.085236769,0.00098165
1,458,0,0,0,1,0,2159,0.255153203,0.002915745
1,489,0,0,0,1,0,2159,0.272423398,0.002915745
1,517,0,1,0,0,0,2159,0.288022284,0.002915745
1,548,0,1,0,0,0,2159,0.305292479,0.002915745
1,578,0,1,0,0,0,2159,0.322005571,0.002915745
1,609,0,0,1,0,0,2159,0.339275766,0.002915745
1,639,0,0,1,0,0,2159,0.355988858,0.002915745
1,670,0,0,1,0,0,2159,0.373259053,0.002915745
1,701,1,0,0,0,0,2159,0.390529248,0.002915745
1,731,1,0,0,0,0,2159,0.40724234,0.002915745
1,762,1,0,0,0,0,2159,0.424512535,0.002915745
1,792,0,0,0,1,0,2159,0.441225627,0.002915745
0,853,0,0,0,1,0,700,0.475208914,0.000945193
1,1402,0,0,0,1,1,18307,0.781058496,0.024719836
1,1433,0,0,0,1,1,18307,0.798328691,0.024719836
1,1461,0,1,0,0,1,18307,0.813927577,0.024719836
1,1492,0,1,0,0,1,18307,0.831197772,0.024719836
1,1522,0,1,0,0,1,18307,0.847910864,0.024719836
1,1553,0,0,1,0,1,18307,0.865181058,0.024719836
1,1583,0,0,1,0,1,18307,0.88189415,0.024719836
1,1614,0,0,1,0,1,18307,0.899164345,0.024719836
1,1645,1,0,0,0,1,18307,0.91643454,0.024719836
1,1675,1,0,0,0,1,18307,0.933147632,0.024719836
1,1706,1,0,0,0,1,18307,0.950417827,0.024719836
